id,created_at,nome,preco,descricao,ingredientes,imagens_urls,ativo,curtidas,categoria_id,tipo_item
130,2025-07-15 15:15:35.300617-03,Vegetariana da Horta,46.50,"Colorida, leve e cheia de sabor.","[""molho de tomate"",""muçarela"",""berinjela"",""abobrinha"",""pimentão"",""cebola"",""azeitonas""]","[""https://storage.uptecnology.com.br/u/pizza-vegana.png?ziplineFileId=cmd53mo0p00oiqj01k88wkmj0"",""https://storage.uptecnology.com.br/u/Vegetariana.png?ziplineFileId=cmd53mmxo00ohqj01jkarpy74""]",true,0,26,PRODUTO
131,2025-07-15 15:15:35.300617-03,Calabresa Crocante & Cebola Roxa,48.90,A combinação que não falha!,"[""molho de tomate"",""muçarela"",""calabresa"",""cebola roxa"",""orégano""]","[""https://storage.uptecnology.com.br/u/pizza-calabresa%20(1).png?ziplineFileId=cmd53nsjw00ojqj01k19fz3jr"",""https://storage.uptecnology.com.br/u/pizza-calabresa%20(2).png?ziplineFileId=cmd53nslm00okqj01o4kv1pal""]",true,0,26,PRODUTO
132,2025-07-15 15:15:42.795198-03,Chocolatudo Belga,14.90,Sorvete premium com chocolate belga e pedaços crocantes.,"[""sorvete de chocolate"",""pedaços de chocolate belga"",""calda de chocolate""]","[""https://storage.uptecnology.com.br/u/Chocolatudo_Belga.png?ziplineFileId=cmd54kn4z00omqj01qx8fixz1"",""https://storage.uptecnology.com.br/u/sorvete_Belga.png?ziplineFileId=cmd54mx7800ooqj01s8rbg04f""]",true,0,27,PRODUTO
133,2025-07-15 15:15:42.795198-03,Morango dos Sonhos,13.90,"Cremoso, frutado e com cobertura irresistível.","[""sorvete de morango"",""geleia de morango"",""chantilly""]","[""https://storage.uptecnology.com.br/u/Morango_dos_Sonhos.png?ziplineFileId=cmd54np8z00oqqj01lfqg5pwj"",""https://storage.uptecnology.com.br/u/sorvete_Morango.png?ziplineFileId=cmd54np7h00opqj01jwsascez""]",true,0,27,PRODUTO
134,2025-07-15 15:15:42.795198-03,Baunilha com Caramelo Salgado,15.00,Combinação doce e salgada que conquista.,"[""sorvete de baunilha"",""caramelo salgado"",""farofa de biscoito""]","[""https://storage.uptecnology.com.br/u/sorvete_baunilha%20(2).png?ziplineFileId=cmd54pou500orqj01usy4gh9f"",""https://storage.uptecnology.com.br/u/sorvete_baunilha_salgado.png?ziplineFileId=cmd54pov900osqj0160cdtpf1""]",true,0,27,PRODUTO
135,2025-07-15 15:15:42.795198-03,Trio Tropical,14.50,"Manga, abacaxi e maracujá para refrescar.","[""sorvete de manga"",""sorvete de abacaxi"",""sorvete de maracujá""]","[""https://storage.uptecnology.com.br/u/sorvete_Tropical.png?ziplineFileId=cmd54q3zu00ouqj017ec3ncnp"",""https://storage.uptecnology.com.br/u/Trio_Tropical.png?ziplineFileId=cmd54q3y000otqj01t8bc9ffy""]",true,0,27,PRODUTO
136,2025-07-15 15:15:42.795198-03,Cookies & Cream Estilizado,15.90,Clássico americano com pedacinhos de biscoito.,"[""sorvete de creme"",""cookies triturados"",""calda de chocolate""]","[""https://storage.uptecnology.com.br/u/sorvete_Cookies.png?ziplineFileId=cmd54qtlc00ovqj01r09070aa"",""https://storage.uptecnology.com.br/u/sorvete_Cookies_Cream.png?ziplineFileId=cmd54qtnt00owqj012agm5qr2""]",true,0,27,PRODUTO
137,2025-07-15 15:15:42.795198-03,Pistache do Chef,16.50,"Intenso, cremoso e sofisticado.","[""sorvete de pistache"",""pistache moído"",""chantilly artesanal""]","[""https://storage.uptecnology.com.br/u/Pistache_Chef.png?ziplineFileId=cmd54r5g200oyqj01q38ab80z"",""https://storage.uptecnology.com.br/u/sorvete_Pistache.png?ziplineFileId=cmd54r5e000oxqj01d9omb3l1""]",true,0,27,PRODUTO
138,2025-07-15 15:15:49.438612-03,Brownie Quente com Sorvete,18.90,Brownie artesanal servido com bola de sorvete.,"[""brownie de chocolate"",""sorvete de creme"",""calda quente""]","[""https://storage.uptecnology.com.br/u/sorvete_brownie_.png?ziplineFileId=cmd550rd400p0qj0197ygg8di"",""https://storage.uptecnology.com.br/u/sorvete_brownie_quente.png?ziplineFileId=cmd550x0u00p1qj01e06zp1bf""]",true,0,27,PRODUTO
139,2025-07-15 15:15:49.438612-03,Torta de Limão Geladinha,14.90,Sabor cítrico com toque doce na medida.,"[""massa amanteigada"",""creme de limão"",""merengue tostado""]","[""https://storage.uptecnology.com.br/u/torta_geladinha_limao.png?ziplineFileId=cmd55odp900p4qj01i3fw6qrt"",""https://storage.uptecnology.com.br/u/Torta_Lim%C3%A3o.png?ziplineFileId=cmd55odng00p3qj014ljudp2r""]",true,0,28,PRODUTO
140,2025-07-15 15:15:49.438612-03,Cheesecake de Frutas Vermelhas,16.50,Clássico americano com geleia artesanal.,"[""base crocante"",""creme de cream cheese"",""geleia de frutas vermelhas""]","[""https://storage.uptecnology.com.br/u/Cheesecake_frutas.png?ziplineFileId=cmd55oyl500p6qj01f8aiue6u"",""https://storage.uptecnology.com.br/u/Cheesecake_Vermelhas.png?ziplineFileId=cmd55owi500p5qj014k80nmtf""]",true,0,28,PRODUTO
141,2025-07-15 15:15:49.438612-03,Mousse de Maracujá Cremoso,12.90,Textura leve e sabor marcante.,"[""creme de maracujá"",""gelatina"",""chantilly""]","[""https://storage.uptecnology.com.br/u/mousse.png?ziplineFileId=cmd560ekf00p8qj016zbo6rie"",""https://storage.uptecnology.com.br/u/mousse_maracu_cremoso.png?ziplineFileId=cmd560id500p9qj01xhpcruza""]",true,0,28,PRODUTO
142,2025-07-15 15:15:49.438612-03,Petit Gâteau Especial,19.90,Bolo de chocolate com interior derretido e sorvete.,"[""petit gâteau"",""sorvete de creme"",""calda de chocolate""]","[""https://storage.uptecnology.com.br/u/petit_gateau.png?ziplineFileId=cmd561e9g00pdqj01m3i90e2k"",""https://storage.uptecnology.com.br/u/pettit_gato.png?ziplineFileId=cmd561cot00pcqj01j8f4z73j""]",true,0,28,PRODUTO
143,2025-07-15 15:15:49.438612-03,Copo Doce da Felicidade,17.00,Montagem com camadas de puro prazer.,"[""brigadeiro"",""morango"",""chantilly"",""biscoito""]","[""https://storage.uptecnology.com.br/u/copo_doce.png?ziplineFileId=cmd5612su00paqj01g62hef16"",""https://storage.uptecnology.com.br/u/copo_docinho.png?ziplineFileId=cmd5612y200pbqj01ugfkirj0""]",true,0,28,PRODUTO
144,2025-07-15 15:15:55.65519-03,Cítrico Refrescante,9.90,Limonada com toque de hortelã e gelo picado.,"[""limão siciliano"",""hortelã"",""açúcar"",""gelo"",""água com gás""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(9).png?ziplineFileId=cmd4xepeg00ndqj01pxg4pzwf"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(1).png?ziplineFileId=cmd4xepdc00ncqj01414ytiwd""]",true,0,29,PRODUTO
145,2025-07-15 15:15:55.65519-03,Morango Power,11.00,Suco natural com frutas frescas e leite condensado.,"[""morango fresco"",""leite condensado"",""gelo""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(3).png?ziplineFileId=cmd4xgv7q00niqj01xns4rbpr"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(4).png?ziplineFileId=cmd4xgv8800njqj01y6owsn2f""]",true,0,29,PRODUTO
146,2025-07-15 15:15:55.65519-03,Abacaxi com Hortelã,10.50,Clássico gelado e natural.,"[""abacaxi"",""hortelã"",""gelo"",""água""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(5).png?ziplineFileId=cmd4xf1vh00nfqj010413kjt7"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(6).png?ziplineFileId=cmd4xf1qa00neqj01gt5a1tk5""]",true,0,29,PRODUTO
147,2025-07-15 15:15:55.65519-03,Drink da Casa Tropical,12.90,Mix especial de frutas e toque secreto do bartender.,"[""laranja"",""maracujá"",""manga"",""hortelã"",""água de coco""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(2).png?ziplineFileId=cmd4xghla00ngqj015pyfq0w2"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(10).png?ziplineFileId=cmd4xgho100nhqj01glbe4955""]",true,0,29,PRODUTO
148,2025-07-15 15:15:55.65519-03,Ice Tea Frutas Vermelhas,10.00,Chá gelado artesanal com frutas.,"[""chá preto"",""frutas vermelhas"",""açúcar"",""gelo""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(11).png?ziplineFileId=cmd4xhdae00nkqj01n1hgegxt"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(12).png?ziplineFileId=cmd4xhdaw00nlqj01ygr55s6s""]",true,0,29,PRODUTO
149,2025-07-15 15:15:55.65519-03,Melancia com Gengibre,11.50,"Refrescante, funcional e saboroso.","[""melancia"",""gengibre ralado"",""limão"",""gelo""]","[""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(7).png?ziplineFileId=cmd4xhnne00nmqj01yg0lj3yd"",""https://storage.uptecnology.com.br/u/bebidas-up-delivery%20(8).png?ziplineFileId=cmd4xhotz00nnqj01ptzhot30""]",true,0,29,PRODUTO
158,2025-07-31 19:28:37.246932-03,Taxa de Serviço (10%),0.00,,[],[],true,0,,SERVICO
159,2025-07-31 19:28:37.246932-03,Couvert Artístico,15.00,,[],[],true,0,,SERVICO
160,2025-07-31 19:28:37.246932-03,Taxa de Entrega Adicional,1.00,,,,true,0,,TAXA
99999,2025-08-01 11:49:49.98083-03,Taxa de Entrega,5.00,,[],[],true,0,,TAXA
